Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
789,5,3,110,797,1,2,0,2,4,0,4,2,2,0,5,5,7,67,57,1,1,6,6,1,100,3,4,1,3,0,1,3,275,5,0,155,164,1,2,1,4,221,341,0,700,0,0,2,1,5,1,2,7,6,0,5,1,52,0,2,136,4,4,2,69,136,0,0,0,0,3,4,4,0,6,1,8,4,187500
790,11,3,14,41,1,2,3,3,4,0,0,2,2,4,2,6,4,106,56,1,1,12,13,1,2,2,4,2,2,3,3,2,2,5,0,639,370,1,0,1,4,347,0,0,193,0,0,2,0,2,1,2,3,6,1,2,1,91,0,2,99,4,4,2,46,7,0,0,0,0,3,4,4,0,8,3,8,4,160200
791,8,3,110,710,1,2,0,3,0,0,11,2,2,0,7,5,4,77,26,1,1,6,6,3,0,3,4,2,2,3,0,0,254,5,0,318,295,1,4,1,4,283,0,0,137,1,0,1,0,3,1,3,3,6,2,4,1,62,1,2,213,4,4,2,59,0,0,0,0,0,3,4,4,0,4,1,8,4,146800
792,5,3,63,531,1,2,0,3,1,0,15,2,2,0,5,6,4,97,47,1,1,8,8,3,0,2,4,2,2,3,0,2,438,5,0,150,353,1,0,1,4,332,255,0,674,1,0,2,1,3,1,3,6,6,1,4,1,83,2,2,144,4,4,2,108,110,0,0,0,0,3,4,4,0,5,1,8,4,269790
793,0,3,47,432,1,2,3,3,4,0,21,2,2,0,2,7,4,108,57,1,1,5,5,2,86,2,4,2,2,3,0,5,0,5,0,725,558,1,0,1,4,546,0,0,394,0,0,2,0,3,1,2,5,6,0,5,1,93,0,2,160,4,4,2,97,110,0,0,0,0,3,4,4,0,5,1,6,5,225000
794,5,3,110,652,1,2,0,3,0,0,8,2,2,0,5,6,4,95,46,1,1,8,8,3,0,2,4,2,2,3,3,5,0,5,0,442,91,1,0,1,4,301,210,0,617,0,0,2,1,3,1,2,5,6,1,4,1,80,0,2,108,4,4,2,77,34,0,0,0,0,3,4,2,6,9,2,8,4,194500
795,5,3,41,320,1,2,3,3,4,0,20,2,2,0,5,5,5,81,31,1,1,6,6,1,80,3,4,1,2,3,3,5,0,5,0,407,60,1,4,1,4,155,131,0,439,0,0,2,1,3,1,3,5,6,1,4,1,66,2,2,162,4,4,2,0,38,0,0,47,0,3,2,4,0,3,4,8,4,171000
796,0,3,42,299,1,2,3,3,4,0,19,2,2,0,2,5,4,78,27,1,1,9,10,1,93,3,4,1,3,3,3,5,0,5,0,412,66,1,0,1,4,442,0,0,272,0,0,1,1,3,1,3,5,6,1,4,1,63,1,2,205,4,4,2,72,0,0,0,0,0,3,2,4,0,3,1,8,4,143500
797,0,3,28,241,1,2,3,3,4,0,12,2,2,0,2,4,4,54,3,1,1,12,13,3,0,3,4,1,3,3,3,1,277,5,0,114,125,1,2,1,4,80,0,0,21,0,0,1,0,2,1,3,2,6,0,5,1,39,2,1,19,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2,8,0,110000
798,5,3,75,885,1,2,3,3,4,0,16,2,2,0,5,8,4,109,59,3,1,12,13,2,314,0,4,2,0,3,3,5,0,5,0,771,681,1,0,1,4,707,359,0,846,0,0,3,1,4,1,0,9,6,2,2,3,95,0,3,371,4,4,2,78,65,0,0,0,0,3,4,4,0,6,3,6,5,485000
799,4,3,31,202,1,2,3,3,0,0,18,1,2,0,0,4,6,40,0,1,1,13,14,1,165,3,4,0,2,3,3,0,276,5,0,81,104,1,0,1,4,225,197,0,563,1,0,1,1,3,1,2,5,6,2,4,5,27,2,1,19,4,4,2,0,0,106,0,0,0,3,2,4,0,5,1,8,4,175000
800,5,3,50,843,1,2,0,1,4,1,4,1,2,0,5,5,4,98,47,1,1,12,13,3,0,3,4,2,2,3,1,2,211,5,0,76,47,1,2,1,4,21,327,0,515,1,0,2,1,4,1,2,6,6,0,5,1,83,1,2,256,4,4,2,237,96,74,0,0,0,3,4,2,3,4,2,8,4,200000
801,1,4,11,91,1,2,3,3,4,0,9,2,2,0,2,3,6,20,40,1,1,8,8,3,0,3,4,1,3,3,3,3,58,5,0,592,398,1,0,1,0,383,0,0,218,1,0,1,0,2,1,3,3,6,0,5,5,43,2,2,133,4,4,2,0,0,0,0,0,0,3,4,4,0,6,1,8,4,109900
802,5,3,34,301,1,2,3,3,4,0,5,2,2,0,5,6,4,106,55,1,1,14,15,3,0,2,4,2,2,3,0,2,324,5,0,25,102,1,0,1,4,55,163,0,368,1,0,2,1,3,1,2,5,6,1,2,1,91,0,2,109,4,4,2,9,9,0,0,0,0,3,4,4,0,9,2,8,4,189000
803,5,3,78,908,1,2,3,3,4,0,16,2,2,0,5,8,4,109,59,3,1,12,13,2,247,0,4,2,0,3,1,5,0,5,0,759,650,1,0,1,4,666,330,0,836,0,0,3,1,4,1,0,10,6,1,2,3,95,1,3,428,4,4,2,17,138,0,0,43,0,3,4,4,0,0,3,6,5,582933
804,0,3,46,409,1,2,3,3,4,0,12,2,2,0,2,4,4,55,4,1,1,13,14,3,0,3,4,1,3,3,3,3,414,5,0,56,225,1,4,1,4,333,0,0,180,0,0,1,0,2,1,3,3,2,0,5,1,40,2,1,41,4,4,2,0,0,0,0,0,0,3,1,4,0,5,0,8,3,118000
805,0,3,62,806,1,2,0,3,2,0,21,2,2,0,2,6,4,109,58,1,1,12,13,2,168,2,4,2,2,3,3,5,0,5,0,709,520,1,0,1,4,512,0,0,353,0,0,2,0,3,1,0,4,6,0,5,1,94,1,2,224,4,4,2,0,48,0,0,0,0,3,4,4,0,6,2,6,5,227680
806,8,3,46,509,1,2,3,3,4,0,12,2,2,0,7,4,4,68,17,1,1,12,13,3,0,3,4,2,3,3,0,0,171,4,89,38,261,1,2,1,4,224,0,0,100,0,0,2,0,3,1,3,4,6,0,5,1,53,0,1,91,4,4,2,27,0,0,0,0,0,3,4,4,0,9,0,8,4,135500
807,6,3,100,1027,1,2,3,3,4,0,3,2,2,0,5,4,5,27,54,1,1,13,14,3,0,3,4,1,3,3,1,2,581,5,0,2,475,1,0,1,4,291,51,0,448,2,0,1,1,3,1,2,4,6,1,4,1,11,1,2,205,4,4,2,0,193,0,0,0,0,3,4,4,0,4,3,8,4,223500
808,8,3,56,875,1,2,3,3,4,0,12,2,2,0,7,4,4,67,16,1,1,12,13,1,321,3,4,1,3,3,0,0,240,1,22,237,292,1,4,1,4,301,0,0,150,1,0,1,0,3,1,3,4,6,1,2,1,52,1,2,170,4,4,2,0,0,0,0,0,0,3,1,4,0,5,0,8,4,159950
809,7,4,61,288,1,2,3,3,0,0,17,2,2,0,4,4,4,8,15,3,1,0,0,3,0,3,4,2,3,3,3,5,0,5,0,524,175,1,4,0,0,294,323,0,718,0,0,2,0,2,3,3,9,6,0,5,5,3,2,2,79,1,3,0,11,130,0,0,0,0,3,2,4,0,10,3,8,4,106000
810,0,3,49,557,1,2,3,3,4,0,14,2,2,0,2,5,5,75,49,3,1,6,6,1,56,3,4,1,3,3,3,0,335,3,73,0,300,1,1,1,4,456,0,0,285,1,0,1,1,3,1,2,3,6,1,1,1,60,1,2,170,4,4,2,171,0,0,0,0,6,1,0,4,0,0,0,8,4,181000
811,11,4,110,82,1,2,3,3,4,0,5,2,2,4,2,5,4,105,54,1,1,12,13,1,111,2,4,2,2,3,1,2,334,5,0,100,174,1,0,1,4,129,0,0,45,1,0,1,0,1,1,2,2,6,1,2,1,90,0,2,115,4,4,2,74,0,0,0,0,0,3,4,4,0,5,2,3,4,144500
812,0,0,37,357,0,2,3,0,4,1,9,2,2,0,2,4,4,53,2,3,1,13,14,3,0,1,4,1,3,3,0,5,0,5,0,346,28,1,4,0,0,269,0,0,127,0,0,1,0,2,1,1,2,6,0,5,2,38,2,2,185,4,4,0,0,0,0,0,0,0,3,4,2,1,5,4,8,2,55993
813,0,3,46,509,1,2,3,3,4,0,12,2,2,0,2,5,5,59,8,1,1,8,8,1,158,3,4,1,3,3,3,4,298,5,0,518,532,1,2,1,4,521,0,0,363,0,0,1,1,4,1,3,5,6,0,5,1,44,1,1,51,4,4,2,0,0,109,0,0,0,3,4,2,6,3,1,0,4,157900
814,4,3,16,307,1,0,3,3,4,0,7,2,2,0,0,4,6,22,0,1,1,11,12,3,0,3,4,0,3,3,3,5,0,5,0,425,76,2,2,1,4,39,79,0,252,0,1,1,1,3,1,1,5,6,0,5,5,41,2,1,36,4,4,1,130,0,31,0,0,0,3,4,4,0,6,0,8,4,116000
815,0,3,19,788,1,2,1,3,1,0,5,2,2,0,2,6,4,99,48,1,1,12,13,1,255,3,4,2,2,3,3,5,0,5,0,749,620,1,0,1,4,630,0,0,498,0,0,2,0,3,1,2,4,6,0,5,1,84,1,2,252,4,4,2,0,23,0,0,0,0,3,4,4,0,4,4,8,4,224900
816,0,3,110,724,1,2,0,3,0,0,12,2,2,0,2,4,5,55,4,1,1,3,3,3,0,3,4,1,3,3,3,1,222,5,0,335,283,1,2,1,4,247,0,0,114,0,0,1,0,2,1,3,2,6,1,2,1,40,1,1,34,4,4,2,0,0,42,0,0,0,3,4,4,0,6,0,8,4,137000
817,0,3,110,868,1,2,0,3,1,0,11,2,2,0,2,7,4,103,52,3,1,5,5,1,93,2,4,2,2,3,3,2,557,5,0,216,587,1,0,1,4,642,0,0,516,1,0,2,0,3,1,2,5,6,2,2,1,88,1,3,392,4,4,2,84,47,0,0,0,0,3,4,4,0,6,2,8,4,271000
818,8,3,51,380,1,2,3,3,4,0,4,2,2,0,7,5,6,72,21,1,1,6,6,1,41,3,4,1,3,3,0,2,231,5,0,327,284,1,2,1,4,274,0,0,131,1,0,1,0,3,1,3,4,6,0,5,1,57,2,2,133,4,4,2,0,0,0,0,0,0,3,2,4,0,5,4,8,4,155000
819,11,3,15,152,1,2,0,3,4,0,16,2,2,4,2,6,4,110,60,1,1,12,13,2,79,2,4,2,2,3,2,2,373,5,0,394,489,1,0,1,4,480,0,0,313,1,0,2,0,2,1,2,4,6,1,2,1,96,1,2,170,4,4,2,118,24,0,0,0,0,3,4,4,0,5,4,6,5,224000
820,5,3,43,204,1,2,0,3,1,0,5,2,2,0,5,6,4,104,53,1,1,12,13,3,0,2,4,2,2,3,3,5,0,5,0,499,141,1,0,1,4,95,226,0,485,0,0,2,1,3,1,2,4,6,0,5,1,89,1,2,250,4,4,2,0,33,0,0,0,0,3,4,4,0,5,2,8,4,183000
821,0,4,31,135,1,1,3,0,4,1,17,2,2,1,2,3,3,54,3,1,1,8,8,3,0,1,4,1,1,3,3,5,0,5,0,564,225,1,4,0,4,190,0,0,80,0,0,1,0,2,1,3,2,3,0,5,5,60,2,2,240,4,4,2,0,21,38,0,0,0,3,4,4,0,1,3,8,4,93000
822,5,3,110,816,1,2,0,3,0,0,8,2,2,0,5,6,4,104,53,1,1,12,13,3,0,2,4,2,2,3,1,5,0,5,0,523,173,1,0,1,4,128,255,0,546,0,0,2,1,3,1,2,5,6,1,2,3,89,0,2,126,4,4,2,46,36,0,0,0,0,3,4,4,0,9,1,8,3,225000
823,4,3,31,529,1,2,3,3,4,0,18,2,2,0,0,5,6,43,0,1,1,12,13,3,0,3,4,0,3,3,3,5,0,5,0,485,129,1,4,1,4,195,69,0,390,0,0,2,0,3,1,3,5,6,1,2,5,28,2,1,19,4,4,2,210,0,0,0,0,0,3,1,4,0,6,3,8,4,139500
824,0,1,52,695,1,2,3,3,4,0,21,2,2,0,2,7,4,107,56,1,1,12,13,3,0,2,4,2,2,1,3,5,0,5,0,723,555,1,0,1,4,542,0,0,390,0,0,2,0,3,1,2,5,6,1,2,1,92,1,2,352,4,4,2,0,119,0,0,0,0,3,4,4,0,5,0,6,5,232600
825,0,3,84,946,1,2,3,3,4,0,16,4,4,0,2,9,4,108,58,3,1,5,5,1,313,0,4,2,0,3,0,2,625,5,0,283,700,1,0,1,4,725,0,0,699,1,0,2,0,2,1,0,5,6,1,2,1,93,0,3,436,4,4,2,116,33,0,0,0,0,3,4,4,0,5,2,6,5,385000
826,3,4,21,139,1,2,3,3,4,0,3,2,2,0,1,4,5,28,0,1,1,8,8,3,0,3,4,0,3,3,3,0,402,5,0,0,132,1,2,1,4,86,0,0,25,1,0,1,0,2,1,2,3,6,0,5,6,97,3,0,0,5,5,2,0,0,41,0,0,0,3,4,4,0,4,2,8,4,109500
827,0,3,36,341,1,2,0,3,4,0,20,2,2,0,2,6,4,102,51,1,1,12,13,3,0,2,4,2,2,3,3,2,3,5,0,714,536,1,0,1,4,517,0,0,358,0,0,2,0,3,1,2,4,6,1,4,1,87,1,2,204,4,4,2,182,27,0,0,0,0,3,4,4,0,3,3,8,4,189000
828,5,3,110,1049,1,2,1,2,1,2,4,2,2,0,5,4,4,68,17,0,5,9,10,3,0,3,4,2,3,1,1,3,83,0,124,0,286,1,4,1,4,359,290,0,713,0,1,2,1,3,1,3,5,3,0,5,1,53,0,2,212,4,4,2,255,0,0,0,53,0,3,4,4,0,5,3,8,0,185000
829,12,1,1,27,1,1,3,3,4,0,21,2,2,3,5,6,4,106,55,1,1,8,8,3,0,2,4,2,2,3,3,5,0,5,0,382,42,1,0,1,4,6,107,2,234,0,0,2,1,2,1,2,2,6,0,5,5,91,1,2,166,4,4,2,0,135,0,0,0,0,3,4,4,0,6,0,8,4,147400
830,0,3,51,766,1,2,0,3,0,0,12,2,2,0,2,5,4,58,7,1,1,6,6,1,236,3,4,1,3,3,3,4,509,5,0,217,508,1,4,1,0,498,0,0,336,1,0,1,1,3,1,3,4,6,2,2,1,43,1,2,147,4,4,2,0,0,0,0,43,0,3,4,4,0,5,2,8,4,166000
831,12,1,2,40,1,1,3,3,4,0,21,2,2,4,5,6,4,106,55,1,1,8,8,3,0,3,4,2,2,3,3,5,0,5,0,382,42,1,0,1,4,6,99,2,221,0,0,2,1,2,1,2,2,6,0,5,5,91,1,2,166,4,4,2,0,135,0,0,0,0,3,4,4,0,5,0,8,4,151000
832,5,3,15,487,1,2,0,3,1,0,5,2,2,0,5,6,5,104,53,1,1,12,13,1,145,2,4,2,2,3,3,2,219,5,0,293,229,1,0,1,4,193,257,0,590,1,0,2,1,3,1,2,5,6,1,4,1,89,1,2,264,4,4,2,118,27,0,0,0,0,3,4,4,0,0,4,8,4,237000
833,0,3,71,542,1,2,3,3,4,0,12,2,2,0,2,5,5,65,14,1,1,6,10,1,119,3,4,1,3,3,3,4,57,1,67,581,567,1,4,1,4,557,0,0,408,0,0,1,1,3,1,3,4,6,0,5,1,50,1,2,158,4,4,2,0,0,0,0,23,0,3,4,4,0,1,3,8,4,167000
834,0,3,46,263,1,2,3,3,4,0,12,2,2,0,2,4,5,62,11,1,1,12,13,1,83,3,4,1,3,3,3,4,278,5,0,367,369,1,2,1,4,346,0,0,192,1,0,1,0,3,1,3,4,6,0,5,1,47,2,2,145,4,4,2,0,0,0,0,0,0,3,1,4,0,8,2,8,4,139950
835,0,3,31,498,1,2,3,3,4,0,19,2,2,0,2,3,6,51,45,1,1,12,6,3,0,3,4,1,2,3,3,1,200,5,0,394,319,1,4,1,4,287,0,0,140,0,0,2,0,2,1,2,2,3,0,5,1,82,2,2,129,4,4,2,182,0,0,0,0,0,3,4,4,0,1,4,8,4,128000
836,1,4,61,288,1,1,3,3,4,0,17,2,2,0,2,4,5,49,23,1,1,12,13,3,0,3,4,0,3,3,3,4,131,5,0,660,580,1,2,1,4,580,0,0,435,1,0,1,0,2,1,3,3,3,0,5,5,34,2,2,367,4,4,2,0,97,95,0,0,0,3,1,4,0,5,1,0,4,153500
837,12,4,0,6,1,2,3,3,4,0,2,2,2,3,5,5,4,74,23,1,1,6,6,1,101,3,4,1,3,3,3,1,127,5,0,75,17,1,4,1,4,4,51,0,104,1,0,1,1,2,1,3,3,6,0,5,5,59,2,1,30,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2,8,4,100000
838,0,3,46,484,1,2,3,3,4,0,5,2,2,0,2,4,5,96,56,1,1,12,13,3,0,3,4,2,2,3,3,5,0,5,0,629,340,1,0,1,4,312,0,0,159,0,0,1,1,3,1,2,4,6,0,5,1,85,2,1,76,4,4,2,177,0,0,0,0,0,3,4,4,0,5,2,8,4,144000
839,4,3,41,751,1,2,3,3,4,0,7,2,2,0,0,4,5,47,45,1,1,8,8,3,0,3,4,1,3,3,3,1,139,5,0,264,122,1,0,1,4,76,32,0,221,0,0,1,0,3,1,3,4,6,0,5,5,32,2,1,19,4,4,2,0,0,0,0,0,0,3,4,4,0,4,2,8,4,130500
840,6,2,110,791,1,2,0,3,4,0,18,2,2,0,5,5,7,29,0,1,1,13,14,3,0,3,4,0,3,3,3,1,39,5,0,332,70,1,4,0,4,104,130,0,386,0,0,2,0,4,1,1,5,6,0,5,5,22,2,1,101,4,4,1,0,0,104,0,0,0,3,4,4,0,2,2,8,4,140000
841,6,4,31,603,1,0,3,3,4,0,17,2,2,0,5,4,7,10,52,1,1,8,8,3,0,3,4,2,3,3,3,5,0,5,0,407,60,1,2,1,4,205,88,0,423,0,0,2,0,3,1,2,6,6,1,3,5,69,2,2,310,2,4,1,28,65,21,0,0,0,3,4,4,0,5,2,8,4,157500
842,8,3,53,412,1,2,3,3,4,0,12,2,2,0,7,5,6,67,16,1,1,6,6,1,121,3,4,1,3,3,1,4,116,0,99,161,359,1,4,1,4,363,0,0,204,1,0,1,1,3,1,3,4,6,0,5,1,52,1,2,173,2,2,2,0,109,0,0,0,0,3,0,4,0,4,2,8,4,174900
843,10,3,51,277,1,2,3,3,0,0,12,0,2,2,2,4,3,62,11,1,1,3,3,3,0,3,4,1,3,3,3,5,0,5,0,766,661,1,0,0,4,679,0,0,578,0,0,2,0,6,2,3,8,6,0,5,6,97,3,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,6,1,8,4,141000
844,4,4,71,836,1,0,0,3,4,0,17,0,2,0,0,4,7,19,0,1,1,13,14,3,0,3,4,0,3,3,2,5,0,5,0,535,192,1,2,1,4,146,68,0,348,0,0,1,1,4,1,3,5,6,1,2,5,35,2,3,327,4,4,2,243,0,78,0,0,0,3,4,4,0,5,2,8,4,153900
845,9,3,110,988,1,2,0,3,1,0,19,5,2,0,6,4,4,76,31,1,1,6,6,3,0,3,4,1,2,3,1,0,598,5,0,0,506,1,4,1,4,649,0,0,525,1,0,2,0,3,1,3,4,3,2,4,2,61,0,2,262,4,4,2,0,0,0,0,0,0,3,4,4,0,0,1,8,4,171000
846,5,3,46,456,1,2,3,3,4,0,20,2,2,0,5,6,4,94,43,1,1,6,6,1,84,2,4,2,2,3,3,0,238,5,0,129,109,1,0,1,4,245,188,0,566,1,0,2,1,3,1,2,5,6,1,4,1,79,2,2,119,4,4,2,148,59,77,0,0,0,3,4,4,0,6,3,8,4,213000
847,0,3,7,960,1,2,0,3,1,0,5,2,2,0,2,4,5,73,22,1,1,6,10,3,0,3,4,1,3,3,0,1,210,5,0,253,185,1,0,1,4,139,0,0,50,1,0,1,0,3,1,3,3,6,1,1,1,58,2,1,71,4,4,2,0,0,0,0,0,0,3,4,4,0,7,3,8,4,133500
848,4,3,46,1060,1,2,1,0,4,0,4,2,2,0,0,5,7,13,47,1,1,13,14,3,0,3,4,0,3,3,3,5,0,5,0,551,205,1,4,1,4,455,319,0,771,0,0,3,0,5,1,3,8,6,1,2,5,2,2,2,79,1,4,2,255,28,0,0,34,0,3,4,4,0,8,2,8,4,240000
849,8,3,51,498,1,2,3,3,2,0,24,1,2,0,7,5,6,77,44,3,1,9,10,1,224,2,2,1,3,3,3,5,0,5,0,339,23,1,0,1,4,307,181,0,603,0,0,2,1,3,1,3,5,6,1,4,1,62,1,2,192,4,4,2,54,84,0,0,0,0,3,4,4,0,7,1,8,4,187000
850,11,4,7,81,1,2,3,3,4,0,5,2,2,4,2,5,4,104,53,1,1,12,13,1,112,2,4,2,2,3,0,2,331,5,0,103,174,1,0,1,4,129,0,0,45,1,0,1,0,1,1,2,1,6,0,5,1,89,0,2,115,4,4,2,74,0,0,0,0,0,3,4,4,0,10,1,8,4,131500
851,11,3,110,42,1,2,3,3,4,0,0,2,2,4,2,7,4,104,53,1,1,12,13,1,16,2,4,2,2,3,1,5,0,5,0,673,449,1,0,1,4,526,0,0,368,0,0,2,0,2,1,2,5,6,1,4,1,89,0,2,101,4,4,2,77,10,0,0,0,0,3,4,4,0,4,0,8,4,215000
852,7,3,24,194,1,2,3,3,4,0,6,2,2,0,4,6,4,44,0,1,1,8,8,3,0,3,2,1,3,3,3,4,146,5,0,357,213,1,2,1,4,177,163,0,488,0,0,2,0,4,1,3,5,6,2,2,5,29,2,1,19,4,4,2,0,0,0,0,14,0,3,2,4,0,7,1,8,4,164000
853,8,3,110,782,1,2,0,3,0,0,12,2,2,0,7,5,5,65,14,1,1,8,6,1,69,3,2,1,3,3,1,4,271,5,0,361,359,1,4,1,4,523,0,0,364,0,0,1,1,3,1,3,5,6,1,1,1,50,1,2,286,4,4,2,108,0,0,0,0,0,3,2,4,0,7,3,8,4,158000
854,0,3,73,1009,1,2,3,3,4,0,19,2,2,0,2,4,3,56,24,3,1,13,10,3,0,3,4,1,3,3,2,0,111,4,140,232,655,1,4,1,4,674,0,0,568,1,0,1,1,3,1,3,4,6,1,2,1,41,2,2,143,4,4,2,0,198,0,0,68,0,3,4,4,0,6,0,8,0,170000
855,0,3,110,170,1,2,0,3,0,0,19,2,2,0,2,4,7,63,60,1,1,6,6,3,0,3,2,1,3,3,3,0,331,5,0,238,300,1,0,1,4,266,0,0,125,1,0,1,1,3,1,3,4,6,0,5,5,48,2,1,28,4,4,2,0,88,0,0,0,0,3,4,4,0,3,4,8,4,127000
856,8,3,110,666,1,2,0,2,4,1,5,2,2,0,7,5,5,79,28,1,1,9,6,3,0,3,4,1,2,1,1,2,232,3,80,0,228,1,4,1,4,257,0,0,119,1,0,1,0,3,1,3,3,6,0,5,5,67,2,2,240,4,1,2,0,0,6,0,0,0,3,2,4,0,9,2,8,4,147000
857,5,3,36,292,1,2,3,3,4,0,8,2,2,0,5,5,4,95,45,1,1,6,6,3,0,3,4,2,2,3,3,5,0,5,0,435,85,1,2,1,4,47,192,0,385,0,0,2,1,3,1,3,4,6,1,4,1,80,0,2,73,4,4,2,0,25,0,0,0,0,3,4,4,0,2,3,8,4,174000
858,0,3,51,596,1,2,3,3,4,0,14,2,2,0,2,6,4,77,26,1,1,6,6,1,125,3,4,1,2,3,3,5,0,5,0,623,333,1,4,1,4,487,0,0,322,0,0,2,0,3,1,3,4,6,1,4,1,62,1,2,165,4,4,2,0,0,0,0,0,0,3,2,4,0,5,3,8,3,152000
859,5,3,110,672,1,2,0,3,0,0,14,3,2,0,5,5,6,69,34,1,1,6,6,1,144,3,4,1,3,3,2,1,305,5,0,279,308,1,4,1,4,556,352,0,822,1,0,2,1,4,1,2,7,6,1,2,1,54,2,2,270,4,4,2,0,53,0,0,51,0,3,4,4,0,7,0,8,4,250000
860,4,3,26,239,1,2,3,3,0,0,6,2,2,0,0,6,7,22,48,1,1,13,14,3,0,2,4,0,3,3,3,5,0,5,0,552,209,1,2,1,4,172,55,0,352,0,0,1,1,3,1,2,5,6,1,2,5,13,2,1,13,4,4,2,0,172,0,0,0,0,3,0,4,0,5,1,8,4,189950
861,14,3,46,740,1,2,3,3,4,0,19,2,2,1,2,4,3,66,15,3,1,9,6,3,0,3,4,2,3,3,2,1,430,5,0,111,299,1,0,1,4,265,0,0,124,1,0,1,1,3,1,3,4,6,0,5,1,51,2,2,185,4,4,2,0,0,0,0,0,0,3,4,4,0,3,4,8,4,131500
862,0,3,52,503,1,2,3,3,0,0,20,2,2,0,2,5,4,85,35,3,1,6,10,3,0,3,4,2,2,3,3,2,131,5,0,435,300,1,4,1,4,310,0,0,157,0,0,2,0,3,1,3,4,6,0,5,1,72,2,2,166,4,4,2,0,0,0,0,0,0,3,0,4,0,4,4,8,4,152000
863,0,3,41,271,1,2,3,3,4,0,12,2,2,0,2,4,4,60,9,3,1,3,10,3,0,3,4,1,3,3,3,1,536,5,0,0,371,1,4,1,4,349,0,0,195,1,0,1,0,3,1,3,4,6,0,5,1,45,2,1,300,4,4,2,0,0,0,0,0,0,3,0,4,0,6,3,8,4,132500
864,0,1,43,353,1,2,3,3,4,0,21,2,2,0,2,6,4,108,58,1,1,12,13,3,0,2,4,2,0,3,3,5,0,5,0,697,497,1,0,1,4,488,0,0,323,0,0,2,0,3,1,2,4,6,0,5,1,94,0,2,206,4,4,2,0,119,0,0,0,0,3,4,4,0,4,2,6,5,250580
865,0,3,110,366,1,2,0,3,4,0,12,2,2,0,2,4,5,71,20,1,1,8,8,1,40,3,4,1,3,3,3,1,422,5,0,92,277,1,4,1,4,241,0,0,109,1,0,1,0,3,1,3,3,6,0,5,5,59,2,2,414,4,4,2,0,0,0,0,0,0,3,2,4,0,7,3,8,4,148500
866,0,3,38,632,1,2,0,1,4,0,23,2,2,0,2,7,4,107,57,1,1,12,13,2,179,2,4,2,2,3,0,5,0,5,0,748,618,1,0,1,4,621,0,0,488,0,0,2,0,3,1,2,4,6,1,2,1,93,1,3,400,4,4,2,118,66,0,0,0,0,3,4,4,0,10,1,6,5,248900
867,0,3,56,178,1,2,3,3,0,0,19,1,2,0,2,3,4,62,11,1,1,12,13,3,0,3,4,1,3,3,3,0,467,5,0,44,300,1,4,1,4,326,0,0,173,1,0,1,1,3,1,1,3,6,0,5,1,47,1,2,218,4,4,2,97,0,0,0,0,0,3,4,2,3,4,1,8,4,129000
868,5,3,110,942,1,2,1,3,0,0,8,1,2,0,5,4,5,49,0,1,1,9,10,3,0,3,4,3,4,4,4,6,0,6,0,0,0,1,2,1,4,572,160,1,762,0,0,2,0,2,1,3,5,6,1,4,1,65,2,2,300,4,4,1,59,122,0,0,0,0,3,4,4,0,4,0,8,4,169000
869,5,3,51,533,1,2,3,3,4,0,20,2,2,0,5,6,4,94,44,1,1,8,8,1,161,2,4,2,2,3,3,2,384,5,0,181,304,1,0,1,4,283,256,0,642,1,0,2,1,3,1,2,6,6,1,4,1,79,0,2,238,4,4,2,88,75,0,0,0,0,3,0,4,0,5,4,8,4,236000
870,0,3,31,159,1,2,3,3,4,0,12,4,2,0,2,4,4,63,12,3,1,8,8,3,0,3,4,1,3,3,3,5,0,5,0,545,201,1,2,0,4,159,0,0,61,0,0,1,0,2,1,3,3,6,0,5,5,48,2,1,56,4,4,2,0,0,0,0,0,0,3,4,4,0,7,3,8,4,109500
871,5,3,41,366,1,2,3,3,4,0,5,2,2,0,5,5,4,99,48,1,1,12,13,1,70,3,4,2,2,3,3,2,232,5,0,180,146,1,0,1,4,100,248,0,510,0,0,2,1,3,1,2,5,6,0,5,1,84,1,2,201,4,4,2,0,64,0,0,0,0,3,4,4,0,5,4,8,4,200500
